,household,scenario,absolute poverty,relative poverty,year,minwage
100,üksik mees,Ennustatud 2018,6.42,33.62,2018,508
101,üksik naine,Tegelik 2018,2.16,22.68,2018,508
102,üksik naine,Ennustatud 2018,2.16,22.06,2018,508
103,üksikvanem,Tegelik 2018,0.19,30.12,2018,508
104,üksikvanem,Ennustatud 2018,0.19,30.12,2018,508
105,Lasteta paar,Tegelik 2018,0.63,9.31,2018,508
106,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,508
107,ühe lapsega paar,Tegelik 2018,0,7.35,2018,508
108,ühe lapsega paar,Ennustatud 2018,0,7.42,2018,508
109,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,508
110,Kahe lapsega paar,Ennustatud 2018,0,9.74,2018,508
111,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,508
112,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,508
113,üksik mees,Tegelik 2018,6.42,33.62,2018,509
114,üksik mees,Ennustatud 2018,6.42,33.62,2018,509
115,üksik naine,Tegelik 2018,2.16,22.68,2018,509
116,üksik naine,Ennustatud 2018,2.16,22.06,2018,509
117,üksikvanem,Tegelik 2018,0.19,30.12,2018,509
118,üksikvanem,Ennustatud 2018,0.19,30.12,2018,509
119,Lasteta paar,Tegelik 2018,0.63,9.31,2018,509
120,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,509
121,ühe lapsega paar,Tegelik 2018,0,7.35,2018,509
122,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,509
123,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,509
124,Kahe lapsega paar,Ennustatud 2018,0,9.74,2018,509
125,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,509
126,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,509
127,üksik mees,Tegelik 2018,6.42,33.62,2018,510
128,üksik mees,Ennustatud 2018,6.42,33.62,2018,510
129,üksik naine,Tegelik 2018,2.16,22.68,2018,510
130,üksik naine,Ennustatud 2018,2.16,22.06,2018,510
131,üksikvanem,Tegelik 2018,0.19,30.12,2018,510
132,üksikvanem,Ennustatud 2018,0.19,30.29,2018,510
133,Lasteta paar,Tegelik 2018,0.63,9.31,2018,510
134,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,510
135,ühe lapsega paar,Tegelik 2018,0,7.35,2018,510
136,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,510
137,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,510
138,Kahe lapsega paar,Ennustatud 2018,0,9.74,2018,510
139,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,510
140,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,510
141,üksik mees,Tegelik 2018,6.42,33.62,2018,511
142,üksik mees,Ennustatud 2018,6.42,33.62,2018,511
143,üksik naine,Tegelik 2018,2.16,22.68,2018,511
144,üksik naine,Ennustatud 2018,2.16,22.06,2018,511
145,üksikvanem,Tegelik 2018,0.19,30.12,2018,511
146,üksikvanem,Ennustatud 2018,0.19,30.29,2018,511
147,Lasteta paar,Tegelik 2018,0.63,9.31,2018,511
148,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,511
149,ühe lapsega paar,Tegelik 2018,0,7.35,2018,511
150,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,511
151,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,511
152,Kahe lapsega paar,Ennustatud 2018,0,9.74,2018,511
153,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,511
154,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,511
155,üksik mees,Tegelik 2018,6.42,33.62,2018,512
156,üksik mees,Ennustatud 2018,6.42,33.62,2018,512
157,üksik naine,Tegelik 2018,2.16,22.68,2018,512
158,üksik naine,Ennustatud 2018,2.16,22.06,2018,512
159,üksikvanem,Tegelik 2018,0.19,30.12,2018,512
160,üksikvanem,Ennustatud 2018,0.19,30.29,2018,512
161,Lasteta paar,Tegelik 2018,0.63,9.31,2018,512
162,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,512
163,ühe lapsega paar,Tegelik 2018,0,7.35,2018,512
164,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,512
165,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,512
166,Kahe lapsega paar,Ennustatud 2018,0,9.74,2018,512
167,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,512
168,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,512
169,üksik mees,Tegelik 2018,6.42,33.62,2018,513
170,üksik mees,Ennustatud 2018,6.42,33.62,2018,513
171,üksik naine,Tegelik 2018,2.16,22.68,2018,513
172,üksik naine,Ennustatud 2018,2.16,22.06,2018,513
173,üksikvanem,Tegelik 2018,0.19,30.12,2018,513
174,üksikvanem,Ennustatud 2018,0.19,30.29,2018,513
175,Lasteta paar,Tegelik 2018,0.63,9.31,2018,513
176,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,513
177,ühe lapsega paar,Tegelik 2018,0,7.35,2018,513
178,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,513
179,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,513
180,Kahe lapsega paar,Ennustatud 2018,0,9.54,2018,513
181,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,513
182,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,513
183,üksik mees,Tegelik 2018,6.42,33.62,2018,514
184,üksik mees,Ennustatud 2018,6.42,33.62,2018,514
185,üksik naine,Tegelik 2018,2.16,22.68,2018,514
186,üksik naine,Ennustatud 2018,2.16,22.06,2018,514
187,üksikvanem,Tegelik 2018,0.19,30.12,2018,514
188,üksikvanem,Ennustatud 2018,0.19,30.29,2018,514
189,Lasteta paar,Tegelik 2018,0.63,9.31,2018,514
190,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,514
191,ühe lapsega paar,Tegelik 2018,0,7.35,2018,514
192,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,514
193,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,514
194,Kahe lapsega paar,Ennustatud 2018,0,9.54,2018,514
195,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,514
196,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,514
197,üksik mees,Tegelik 2018,6.42,33.62,2018,515
198,üksik mees,Ennustatud 2018,6.42,33.62,2018,515
199,üksik naine,Tegelik 2018,2.16,22.68,2018,515
200,üksik naine,Ennustatud 2018,2.16,22.06,2018,515
201,üksikvanem,Tegelik 2018,0.19,30.12,2018,515
202,üksikvanem,Ennustatud 2018,0.19,30.29,2018,515
203,Lasteta paar,Tegelik 2018,0.63,9.31,2018,515
204,Lasteta paar,Ennustatud 2018,0.63,9.61,2018,515
205,ühe lapsega paar,Tegelik 2018,0,7.35,2018,515
206,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,515
207,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,515
208,Kahe lapsega paar,Ennustatud 2018,0,9.54,2018,515
209,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,515
210,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,515
211,üksik mees,Tegelik 2018,6.42,33.62,2018,516
212,üksik mees,Ennustatud 2018,6.42,33.62,2018,516
213,üksik naine,Tegelik 2018,2.16,22.68,2018,516
214,üksik naine,Ennustatud 2018,2.16,22.06,2018,516
215,üksikvanem,Tegelik 2018,0.19,30.12,2018,516
216,üksikvanem,Ennustatud 2018,0.19,30.29,2018,516
217,Lasteta paar,Tegelik 2018,0.63,9.31,2018,516
218,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,516
219,ühe lapsega paar,Tegelik 2018,0,7.35,2018,516
220,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,516
221,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,516
222,Kahe lapsega paar,Ennustatud 2018,0,9.54,2018,516
223,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,516
224,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,516
225,üksik mees,Tegelik 2018,6.42,33.62,2018,517
226,üksik mees,Ennustatud 2018,6.42,33.62,2018,517
227,üksik naine,Tegelik 2018,2.16,22.68,2018,517
228,üksik naine,Ennustatud 2018,2.16,22.06,2018,517
229,üksikvanem,Tegelik 2018,0.19,30.12,2018,517
230,üksikvanem,Ennustatud 2018,0.19,31.24,2018,517
231,Lasteta paar,Tegelik 2018,0.63,9.31,2018,517
232,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,517
233,ühe lapsega paar,Tegelik 2018,0,7.35,2018,517
234,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,517
235,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,517
236,Kahe lapsega paar,Ennustatud 2018,0,9.33,2018,517
237,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,517
238,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,517
239,üksik mees,Tegelik 2018,6.42,33.62,2018,518
240,üksik mees,Ennustatud 2018,6.42,33.38,2018,518
241,üksik naine,Tegelik 2018,2.16,22.68,2018,518
242,üksik naine,Ennustatud 2018,2.16,22.06,2018,518
243,üksikvanem,Tegelik 2018,0.19,30.12,2018,518
244,üksikvanem,Ennustatud 2018,0.19,31.24,2018,518
245,Lasteta paar,Tegelik 2018,0.63,9.31,2018,518
246,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,518
247,ühe lapsega paar,Tegelik 2018,0,7.35,2018,518
248,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,518
249,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,518
250,Kahe lapsega paar,Ennustatud 2018,0,9.33,2018,518
251,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,518
252,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,518
253,üksik mees,Tegelik 2018,6.42,33.62,2018,519
254,üksik mees,Ennustatud 2018,6.42,33.38,2018,519
255,üksik naine,Tegelik 2018,2.16,22.68,2018,519
256,üksik naine,Ennustatud 2018,2.16,22.06,2018,519
257,üksikvanem,Tegelik 2018,0.19,30.12,2018,519
258,üksikvanem,Ennustatud 2018,0.19,31.24,2018,519
259,Lasteta paar,Tegelik 2018,0.63,9.31,2018,519
260,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,519
261,ühe lapsega paar,Tegelik 2018,0,7.35,2018,519
262,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,519
263,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,519
264,Kahe lapsega paar,Ennustatud 2018,0,9.33,2018,519
265,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,519
266,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,519
267,üksik mees,Tegelik 2018,6.42,33.62,2018,520
268,üksik mees,Ennustatud 2018,6.42,33.38,2018,520
269,üksik naine,Tegelik 2018,2.16,22.68,2018,520
270,üksik naine,Ennustatud 2018,2.16,22.06,2018,520
271,üksikvanem,Tegelik 2018,0.19,30.12,2018,520
272,üksikvanem,Ennustatud 2018,0.19,31.24,2018,520
273,Lasteta paar,Tegelik 2018,0.63,9.31,2018,520
274,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,520
275,ühe lapsega paar,Tegelik 2018,0,7.35,2018,520
276,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,520
277,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,520
278,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,520
279,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,520
280,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,520
281,üksik mees,Tegelik 2018,6.42,33.62,2018,521
282,üksik mees,Ennustatud 2018,6.42,33.38,2018,521
283,üksik naine,Tegelik 2018,2.16,22.68,2018,521
284,üksik naine,Ennustatud 2018,2.16,21.94,2018,521
285,üksikvanem,Tegelik 2018,0.19,30.12,2018,521
286,üksikvanem,Ennustatud 2018,0.19,31.24,2018,521
287,Lasteta paar,Tegelik 2018,0.63,9.31,2018,521
288,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,521
289,ühe lapsega paar,Tegelik 2018,0,7.35,2018,521
290,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,521
291,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,521
292,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,521
293,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,521
294,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,521
295,üksik mees,Tegelik 2018,6.42,33.62,2018,522
296,üksik mees,Ennustatud 2018,6.42,33.38,2018,522
297,üksik naine,Tegelik 2018,2.16,22.68,2018,522
298,üksik naine,Ennustatud 2018,2.16,21.94,2018,522
299,üksikvanem,Tegelik 2018,0.19,30.12,2018,522
300,üksikvanem,Ennustatud 2018,0.19,31.24,2018,522
301,Lasteta paar,Tegelik 2018,0.63,9.31,2018,522
302,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,522
303,ühe lapsega paar,Tegelik 2018,0,7.35,2018,522
304,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,522
305,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,522
306,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,522
307,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,522
308,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,522
309,üksik mees,Tegelik 2018,6.42,33.62,2018,523
310,üksik mees,Ennustatud 2018,6.42,33.38,2018,523
311,üksik naine,Tegelik 2018,2.16,22.68,2018,523
312,üksik naine,Ennustatud 2018,2.16,21.94,2018,523
313,üksikvanem,Tegelik 2018,0.19,30.12,2018,523
314,üksikvanem,Ennustatud 2018,0.19,31.24,2018,523
315,Lasteta paar,Tegelik 2018,0.63,9.31,2018,523
316,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,523
317,ühe lapsega paar,Tegelik 2018,0,7.35,2018,523
318,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,523
319,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,523
320,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,523
321,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,523
322,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,523
323,üksik mees,Tegelik 2018,6.42,33.62,2018,524
324,üksik mees,Ennustatud 2018,6.42,33.38,2018,524
325,üksik naine,Tegelik 2018,2.16,22.68,2018,524
326,üksik naine,Ennustatud 2018,2.16,21.94,2018,524
327,üksikvanem,Tegelik 2018,0.19,30.12,2018,524
328,üksikvanem,Ennustatud 2018,0.19,31.24,2018,524
329,Lasteta paar,Tegelik 2018,0.63,9.31,2018,524
330,Lasteta paar,Ennustatud 2018,0.63,9.66,2018,524
331,ühe lapsega paar,Tegelik 2018,0,7.35,2018,524
332,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,524
333,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,524
334,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,524
335,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,524
336,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,524
337,üksik mees,Tegelik 2018,6.42,33.62,2018,525
338,üksik mees,Ennustatud 2018,6.42,33.38,2018,525
339,üksik naine,Tegelik 2018,2.16,22.68,2018,525
340,üksik naine,Ennustatud 2018,2.16,21.58,2018,525
341,üksikvanem,Tegelik 2018,0.19,30.12,2018,525
342,üksikvanem,Ennustatud 2018,0.19,31.24,2018,525
343,Lasteta paar,Tegelik 2018,0.63,9.31,2018,525
344,Lasteta paar,Ennustatud 2018,0.63,9.62,2018,525
345,ühe lapsega paar,Tegelik 2018,0,7.35,2018,525
346,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,525
347,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,525
348,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,525
349,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,525
350,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,525
351,üksik mees,Tegelik 2018,6.42,33.62,2018,526
352,üksik mees,Ennustatud 2018,6.42,33.38,2018,526
353,üksik naine,Tegelik 2018,2.16,22.68,2018,526
354,üksik naine,Ennustatud 2018,2.16,21.58,2018,526
355,üksikvanem,Tegelik 2018,0.19,30.12,2018,526
356,üksikvanem,Ennustatud 2018,0.19,31.24,2018,526
357,Lasteta paar,Tegelik 2018,0.63,9.31,2018,526
358,Lasteta paar,Ennustatud 2018,0.63,9.62,2018,526
359,ühe lapsega paar,Tegelik 2018,0,7.35,2018,526
360,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,526
361,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,526
362,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,526
363,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,526
364,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,526
365,üksik mees,Tegelik 2018,6.42,33.62,2018,527
366,üksik mees,Ennustatud 2018,6.42,33.38,2018,527
367,üksik naine,Tegelik 2018,2.16,22.68,2018,527
368,üksik naine,Ennustatud 2018,2.16,21.58,2018,527
369,üksikvanem,Tegelik 2018,0.19,30.12,2018,527
370,üksikvanem,Ennustatud 2018,0.19,31.24,2018,527
371,Lasteta paar,Tegelik 2018,0.63,9.31,2018,527
372,Lasteta paar,Ennustatud 2018,0.63,9.57,2018,527
373,ühe lapsega paar,Tegelik 2018,0,7.35,2018,527
374,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,527
375,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,527
376,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,527
377,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,527
378,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,527
379,üksik mees,Tegelik 2018,6.42,33.62,2018,528
380,üksik mees,Ennustatud 2018,6.42,32.93,2018,528
381,üksik naine,Tegelik 2018,2.16,22.68,2018,528
382,üksik naine,Ennustatud 2018,2.16,21.58,2018,528
383,üksikvanem,Tegelik 2018,0.19,30.12,2018,528
384,üksikvanem,Ennustatud 2018,0.19,31.24,2018,528
385,Lasteta paar,Tegelik 2018,0.63,9.31,2018,528
386,Lasteta paar,Ennustatud 2018,0.63,9.57,2018,528
387,ühe lapsega paar,Tegelik 2018,0,7.35,2018,528
388,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,528
389,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,528
390,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,528
391,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,528
392,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,528
393,üksik mees,Tegelik 2018,6.42,33.62,2018,529
394,üksik mees,Ennustatud 2018,6.42,32.75,2018,529
395,üksik naine,Tegelik 2018,2.16,22.68,2018,529
396,üksik naine,Ennustatud 2018,2.16,20.93,2018,529
397,üksikvanem,Tegelik 2018,0.19,30.12,2018,529
398,üksikvanem,Ennustatud 2018,0.19,31.24,2018,529
399,Lasteta paar,Tegelik 2018,0.63,9.31,2018,529
400,Lasteta paar,Ennustatud 2018,0.63,9.57,2018,529
401,ühe lapsega paar,Tegelik 2018,0,7.35,2018,529
402,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,529
403,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,529
404,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,529
405,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,529
406,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,529
407,üksik mees,Tegelik 2018,6.42,33.62,2018,530
408,üksik mees,Ennustatud 2018,6.42,32.75,2018,530
409,üksik naine,Tegelik 2018,2.16,22.68,2018,530
410,üksik naine,Ennustatud 2018,2.16,20.93,2018,530
411,üksikvanem,Tegelik 2018,0.19,30.12,2018,530
412,üksikvanem,Ennustatud 2018,0.19,31.24,2018,530
413,Lasteta paar,Tegelik 2018,0.63,9.31,2018,530
414,Lasteta paar,Ennustatud 2018,0.63,9.57,2018,530
415,ühe lapsega paar,Tegelik 2018,0,7.35,2018,530
416,ühe lapsega paar,Ennustatud 2018,0,7.34,2018,530
417,Kahe lapsega paar,Tegelik 2018,0,9.74,2018,530
418,Kahe lapsega paar,Ennustatud 2018,0,9.26,2018,530
419,Kolme ja enama lapsega paar,Tegelik 2018,0,7.35,2018,530
420,Kolme ja enama lapsega paar,Ennustatud 2018,0,7.35,2018,530
421,üksik mees,Tegelik 2018,6.42,33.62,2018,531
422,üksik mees,Ennustatud 2018,6.42,32.75,2018,531
423,üksik naine,Tegelik 2018,2.16,22.68,2018,531
424,üksik naine,Ennustatud 2018,2.16,20.93,2018,531
425,üksikvanem,Tegelik 2018,0.19,30.12,2018,531
426,üksikvanem,Ennustatud 2018,0.19,31.24,2018,531
427,Lasteta paar,Tegelik 2018,0.63,9.31,2018,531
